"","計測時間","2020 / 07 / 01  12:53 - 13:00"
"","コメント1",""
"","コメント2",""
"","コメント3",""
"","フォルダ","Sample_X"
"","試料距離（モニタ）","27.000 [mm]"
"","試料距離（解析）","28.368 [mm]"
"","X線入射角度","18.0 [deg]"

"","残留応力"

"","解析条件" 1,"σx",---,"標準偏差",---
"","","τxy",---,"標準偏差",---


"","半価幅"

"","解析条件" 1,"半価幅",---


"","残留オーステナイト"

"","解析条件" 1,"γRi",24.5 [%]

"","残留オーステナイト",,,,,,,,
"","α","γRi","γR （ピーク強度）","積分強度 α","積分強度 γ","ピーク強度 α","ピーク強度 γ","半価幅 α","半価幅 γ"
"","211.68","23.1","33.9","193976.6","48714.0","143402.5","57824.2","6.61","1.99"
"","212.40","23.2","34.2","194818.0","49336.7","143442.3","58678.2","6.64","1.98"
"","213.12","23.3","34.4","195467.5","49744.5","143426.6","59262.3","6.66","1.98"
"","213.84","23.3","34.5","195921.2","49886.0","143370.4","59486.2","6.68","1.98"
"","214.56","23.3","34.5","196222.8","49763.0","143304.0","59356.2","6.69","1.98"
"","215.28","23.1","34.3","196437.2","49432.3","143269.2","58943.8","6.70","1.98"
"","216.00","23.0","34.1","196634.9","48981.7","143302.3","58375.8","6.71","1.98"
"","216.72","22.8","33.9","196858.8","48516.3","143433.3","57779.4","6.71","1.98"
"","217.44","22.6","33.7","197096.6","48117.8","143666.0","57269.4","6.71","1.98"
"","218.16","22.5","33.5","197286.5","47846.7","143964.6","56914.6","6.70","1.98"
"","218.88","22.5","33.4","197325.1","47711.5","144290.1","56742.1","6.69","1.99"
"","219.60","22.5","33.4","197096.5","47700.9","144593.5","56729.2","6.66","1.99"
"","220.32","22.6","33.4","196546.6","47767.2","144824.5","56824.3","6.64","1.98"
"","221.04","22.7","33.4","195650.3","47877.2","144947.2","56962.7","6.60","1.98"
"","221.76","22.8","33.4","194474.4","48018.9","144941.4","57090.5","6.56","1.99"
"","222.48","23.0","33.5","193137.1","48190.5","144811.6","57169.1","6.52","1.99"
"","223.20","23.2","33.6","191799.3","48408.2","144580.2","57244.7","6.49","2.00"
"","223.92","23.4","33.6","190602.1","48655.6","144290.1","57271.9","6.46","2.01"
"","224.64","23.5","33.7","189683.5","48889.5","143981.5","57299.8","6.44","2.01"
"","225.36","23.6","33.7","189146.6","49064.2","143688.9","57380.7","6.44","2.02"
"","226.08","23.7","33.8","189016.7","49134.9","143426.4","57564.2","6.44","2.02"
"","226.80","23.6","34.0","189238.9","49088.5","143152.9","57895.0","6.46","2.00"
"","227.52","23.5","34.2","189702.4","48976.8","142909.3","58392.5","6.49","1.98"
"","228.24","23.5","34.5","190263.6","48880.7","142638.3","59057.0","6.52","1.95"
"","228.96","23.4","34.8","190757.3","48920.6","142322.6","59848.5","6.55","1.93"
"","229.68","23.5","35.1","191082.4","49153.5","141979.5","60712.4","6.58","1.91"
"","230.40","23.6","35.5","191184.4","49598.9","141640.7","61591.9","6.60","1.90"
"","231.12","23.8","35.8","191068.3","50217.9","141349.8","62447.0","6.61","1.90"
"","231.84","24.1","36.1","190781.8","50947.3","141132.6","63251.9","6.61","1.90"
"","232.56","24.4","36.4","190387.8","51740.9","140986.1","64118.6","6.60","1.91"
"","233.28","24.7","36.8","189944.3","52498.9","140865.6","64975.3","6.59","1.91"
"","234.00","24.9","37.0","189505.7","53161.9","140731.9","65770.5","6.58","1.91"
"","234.72","25.1","37.3","189103.6","53718.8","140559.3","66551.4","6.58","1.91"
"","235.44","25.3","37.6","188725.8","54128.1","140270.6","67168.5","6.58","1.90"
"","236.16","25.4","37.8","188379.5","54399.2","139920.9","67570.7","6.58","1.90"
"","236.88","25.5","37.9","188061.2","54546.1","139557.0","67728.2","6.59","1.90"
"","237.60","25.5","37.9","187767.3","54589.3","139233.7","67699.0","6.59","1.90"
"","238.32","25.6","37.9","187491.9","54544.5","138967.0","67486.6","6.60","1.91"
"","239.04","25.5","37.8","187259.1","54429.9","138827.8","67140.4","6.59","1.91"
"","239.76","25.5","37.7","187069.2","54300.8","138770.0","66758.5","6.59","1.92"
"","240.48","25.5","37.6","186916.2","54238.7","138735.5","66398.3","6.59","1.93"
"","241.20","25.5","37.5","186786.6","54297.0","138644.3","66074.3","6.59","1.94"
"","241.92","25.6","37.4","186661.8","54559.5","138423.6","65822.5","6.59","1.96"
"","242.64","25.8","37.4","186529.6","55052.0","138037.6","65647.0","6.61","1.98"
"","243.36","26.0","37.5","186398.5","55738.7","137502.5","65545.9","6.63","2.01"
"","244.08","26.3","37.5","186300.0","56533.9","136879.6","65492.2","6.65","2.04"
"","244.80","26.6","37.6","186261.9","57333.7","136253.9","65458.1","6.68","2.07"
"","245.52","26.8","37.7","186294.7","57976.3","135721.5","65411.7","6.71","2.09"
"","246.24","26.9","37.7","186370.7","58367.2","135331.3","65318.2","6.73","2.11"
"","246.96","26.9","37.7","186444.2","58487.0","135099.2","65146.0","6.75","2.12"
"","247.68","26.9","37.6","186453.9","58363.5","135018.5","64871.0","6.75","2.12"
"","248.40","26.8","37.5","186354.4","58086.8","135070.6","64488.0","6.75","2.13"
"","249.12","26.7","37.3","186129.0","57758.0","135227.3","64013.5","6.73","2.13"
"","249.84","26.6","37.1","185823.5","57454.4","135484.7","63492.1","6.71","2.14"
"","250.56","26.6","36.9","185520.0","57192.8","135860.2","62979.2","6.68","2.14"
"","251.28","26.5","36.6","185350.8","56949.5","136409.1","62532.5","6.64","2.15"
"","252.00","26.4","36.4","185443.4","56675.1","137212.5","62212.8","6.61","2.15"
"","252.72","26.3","36.2","185839.6","56345.2","138213.8","62067.9","6.57","2.14"
"","253.44","26.1","36.0","186561.5","55979.2","139421.8","62133.5","6.54","2.13"
"","254.16","25.9","35.9","187568.8","55595.5","140784.9","62435.3","6.51","2.10"
"","254.88","25.7","35.9","188758.0","55231.8","142212.7","62979.4","6.49","2.07"
"","255.60","25.4","35.9","190030.6","54878.6","143590.4","63650.9","6.47","2.04"
"","256.32","25.2","35.9","191324.3","54527.3","144812.8","64296.0","6.46","2.00"
"","257.04","25.0","36.0","192570.0","54158.6","145745.6","64867.2","6.46","1.97"
"","257.76","24.7","36.0","193705.0","53762.8","146281.8","65219.9","6.47","1.95"
"","258.48","24.5","36.0","194659.5","53357.3","146395.8","65314.6","6.50","1.93"
"","259.20","24.4","36.1","195338.0","53004.1","146135.5","65247.8","6.54","1.92"
"","259.92","24.3","36.1","195664.3","52748.6","145610.6","65008.6","6.57","1.92"
"","260.64","24.2","36.1","195552.6","52670.5","144901.8","64750.0","6.60","1.92"
"","261.36","24.3","36.1","195020.4","52803.9","144210.2","64567.1","6.61","1.93"
"","262.08","24.5","36.2","194125.8","53160.9","143566.7","64522.7","6.61","1.95"
"","262.80","24.8","36.3","192965.1","53715.1","142992.6","64646.1","6.60","1.96"
"","263.52","25.2","36.5","191643.5","54450.1","142467.0","65010.3","6.58","1.98"
"","264.24","25.5","36.8","190249.0","55273.9","141945.1","65485.8","6.55","1.99"
"","264.96","25.9","37.0","188820.7","56127.5","141368.2","66050.6","6.53","2.01"
"","265.68","26.3","37.3","187394.0","56946.7","140707.1","66649.9","6.51","2.02"
"","266.40","26.7","37.6","186009.2","57683.2","139964.2","67225.1","6.50","2.03"
"","267.12","27.0","37.9","184727.8","58315.4","139187.1","67738.3","6.49","2.03"
"","267.84","27.3","38.2","183634.5","58832.8","138451.4","68164.2","6.48","2.04"
"","268.56","27.5","38.4","182813.9","59246.2","137839.2","68481.9","6.48","2.04"
"","269.28","27.6","38.5","182327.1","59568.1","137407.8","68660.8","6.49","2.05"
"","270.00","27.7","38.6","182196.4","59817.3","137184.2","68788.7","6.49","2.05"
"","270.72","27.8","38.6","182387.4","59984.6","137163.2","68818.1","6.50","2.06"
"","271.44","27.8","38.6","182835.6","60062.6","137315.8","68777.4","6.51","2.06"
"","272.16","27.7","38.5","183448.3","60040.3","137607.3","68710.1","6.52","2.06"
"","272.88","27.6","38.4","184131.6","59914.0","137994.2","68656.1","6.52","2.06"
"","273.60","27.4","38.3","184818.4","59681.9","138444.0","68647.7","6.53","2.05"
"","274.32","27.3","38.3","185476.8","59370.5","138927.8","68714.2","6.53","2.04"
"","275.04","27.1","38.3","186110.8","59025.0","139443.0","68881.4","6.53","2.02"
"","275.76","26.9","38.3","186746.5","58703.5","139990.1","69149.2","6.52","2.00"
"","276.48","26.8","38.3","187375.2","58447.3","140496.0","69520.9","6.52","1.98"
"","277.20","26.7","38.4","187973.1","58289.5","140922.6","69977.4","6.52","1.97"
"","277.92","26.6","38.5","188479.3","58244.1","141220.2","70474.3","6.53","1.95"
"","278.64","26.6","38.6","188808.2","58288.4","141308.4","70939.7","6.53","1.94"
"","279.36","26.6","38.7","188876.6","58390.2","141159.7","71270.8","6.54","1.93"
"","280.08","26.7","38.8","188629.9","58509.3","140790.9","71422.6","6.55","1.93"
"","280.80","26.8","38.9","188061.5","58576.5","140266.7","71251.9","6.56","1.94"
"","281.52","26.9","38.8","187219.7","58558.7","139692.4","70778.9","6.55","1.95"
"","282.24","26.9","38.7","186202.5","58430.1","139190.5","70046.1","6.54","1.97"
"","282.96","26.9","38.4","185140.9","58175.9","138881.8","69125.4","6.52","1.99"
"","283.68","26.9","38.1","184169.6","57778.3","138814.9","68092.8","6.49","2.00"
"","284.40","26.8","37.7","183437.1","57238.4","139077.3","66990.9","6.45","2.02"
"","285.12","26.6","37.2","183008.7","56564.1","139592.4","65847.3","6.41","2.03"
"","285.84","26.4","36.7","182914.3","55782.2","140265.5","64676.2","6.38","2.04"
"","286.56","26.1","36.2","183137.7","54949.2","140976.4","63498.7","6.35","2.04"
"","287.28","25.8","35.8","183600.4","54122.1","141614.5","62345.1","6.34","2.05"
"","288.00","25.5","35.3","184210.1","53359.7","142102.4","61261.6","6.34","2.06"
"","288.72","25.2","34.9","184864.6","52721.7","142400.8","60311.7","6.35","2.06"
"","289.44","25.0","34.7","185462.4","52268.3","142495.8","59565.8","6.36","2.07"
"","290.16","24.9","34.5","185915.1","52066.3","142379.3","59104.4","6.38","2.08"
"","290.88","24.9","34.5","186157.7","52147.9","142069.0","58979.3","6.41","2.09"
"","291.60","25.0","34.7","186150.6","52505.2","141591.0","59213.5","6.43","2.09"
"","292.32","25.2","35.0","185918.1","53081.5","141034.4","59776.5","6.45","2.10"
"","293.04","25.5","35.3","185508.4","53784.8","140384.9","60587.7","6.46","2.10"
"","293.76","25.8","35.8","185057.9","54502.3","139785.5","61545.6","6.47","2.09"
"","294.48","26.0","36.2","184696.0","55127.3","139301.5","62535.1","6.48","2.08"
"","295.20","26.2","36.5","184544.0","55581.0","139004.6","63455.9","6.49","2.07"
"","295.92","26.2","36.8","184674.0","55823.1","138929.7","64241.4","6.50","2.05"
"","296.64","26.2","37.0","185095.7","55886.6","139073.1","64879.2","6.51","2.03"
"","297.36","26.1","37.1","185763.0","55833.5","139383.4","65390.7","6.52","2.02"
"","298.08","26.0","37.2","186570.9","55764.8","139778.4","65835.3","6.53","2.00"
"","298.80","26.0","37.3","187395.2","55761.0","140170.4","66268.4","6.54","1.99"
"","299.52","25.9","37.4","188121.6","55904.0","140490.4","66685.6","6.55","1.98"
"","300.24","26.0","37.5","188683.5","56200.5","140697.0","67195.1","6.56","1.97"
"","300.96","26.1","37.7","189082.6","56599.0","140789.0","67691.0","6.57","1.97"
"","301.68","26.2","37.8","189379.6","57040.0","140796.1","68118.7","6.58","1.98"
"","302.40","26.3","37.9","189665.5","57438.8","140763.1","68425.2","6.59","1.98"
"","303.12","26.3","37.9","190018.4","57741.8","140733.1","68568.7","6.60","1.99"
"","303.84","26.3","37.9","190476.9","57912.5","140745.5","68521.5","6.62","2.00"
"","304.56","26.3","37.8","191032.3","57929.8","140812.2","68268.6","6.63","2.00"
"","305.28","26.2","37.7","191626.5","57782.0","140912.1","67820.5","6.65","2.01"
"","306.00","26.1","37.5","192154.1","57483.1","141012.2","67190.6","6.66","2.02"
"","306.72","25.9","37.2","192517.3","57049.7","141070.3","66414.9","6.67","2.03"
"","307.44","25.7","36.9","192634.4","56517.8","141048.0","65532.4","6.68","2.04"
"","308.16","25.5","36.6","192473.1","55942.0","140938.9","64601.7","6.68","2.04"
"","308.88","25.4","36.3","192040.5","55376.8","140722.4","63682.3","6.67","2.05"
"","309.60","25.3","36.1","191401.0","54869.6","140420.9","62836.9","6.66","2.06"
"","310.32","25.2","35.9","190668.9","54435.8","140082.6","62084.4","6.65","2.07"
"","311.04","25.2","35.8","189963.9","54108.3","139765.8","61536.1","6.65","2.08"
"","311.76","25.2","35.7","189403.4","53846.8","139530.2","61134.2","6.64","2.08"
"","312.48","25.1","35.6","189062.7","53640.6","139411.8","60872.6","6.63","2.08"
"","313.20","25.1","35.5","188964.7","53464.9","139415.2","60734.9","6.63","2.08"
"","313.92","25.0","35.5","189081.6","53300.4","139511.1","60717.0","6.63","2.07"
"","314.64","24.9","35.5","189356.4","53126.4","139638.4","60809.3","6.63","2.06"
"","315.36","24.8","35.6","189718.1","52930.6","139722.1","61020.2","6.64","2.05"
"","316.08","24.7","35.7","190096.6","52705.3","139698.4","61354.6","6.65","2.03"
"","316.80","24.6","35.9","190451.7","52453.4","139529.7","61810.2","6.67","2.00"
"","317.52","24.5","36.1","190759.1","52201.9","139217.5","62369.6","6.70","1.98"
"","318.24","24.4","36.4","191041.5","51995.2","138835.4","63011.1","6.73","1.95"
"","318.96","24.4","36.7","191315.6","51869.7","138434.7","63698.4","6.76","1.92"
"","319.68","24.3","37.0","191628.8","51881.9","138120.2","64396.4","6.78","1.90"
"","320.40","24.4","37.2","191992.3","52078.3","137978.6","65069.2","6.80","1.89"
"","321.12","24.4","37.4","192407.9","52458.3","138086.0","65671.3","6.81","1.89"
"","321.84","24.6","37.5","192841.9","52997.9","138469.2","66165.4","6.81","1.89"
"","322.56","24.8","37.6","193278.5","53659.9","139112.3","66595.1","6.79","1.90"
"","323.28","24.9","37.5","193687.4","54350.4","139959.9","66821.5","6.77","1.92"
"","324.00","25.1","37.4","194053.6","55025.6","140909.3","66861.7","6.73","1.94"
"","324.72","25.3","37.2","194344.8","55635.8","141850.5","66725.2","6.70","1.97"
"","325.44","25.4","37.0","194514.3","56156.7","142654.2","66440.4","6.67","2.00"
"","326.16","25.6","36.7","194518.1","56570.8","143215.4","66039.2","6.64","2.02"
"","326.88","25.7","36.6","194330.0","56851.0","143479.9","65573.0","6.62","2.05"
"","327.60","25.7","36.4","193958.3","56982.6","143448.9","65087.7","6.61","2.07"
"","328.32","25.8","36.3","193438.8","56949.2","143192.8","64632.6","6.60","2.08"
"","329.04","25.8","36.2","192838.2","56765.3","142817.4","64254.6","6.60","2.09"
"","329.76","25.7","36.2","192214.5","56450.5","142423.2","63991.3","6.60","2.08"
"","330.48","25.7","36.2","191613.4","56054.7","142083.6","63855.7","6.59","2.07"
"","331.20","25.6","36.2","191054.6","55613.3","141829.1","63782.9","6.59","2.06"
"","331.92","25.5","36.3","190548.9","55204.4","141654.0","63877.4","6.58","2.04"
"","332.64","25.4","36.3","190117.2","54835.2","141527.8","63989.3","6.57","2.02"
"","333.36","25.3","36.4","189786.0","54491.6","141420.9","64038.7","6.56","2.01"
"","334.08","25.2","36.3","189593.8","54143.6","141311.8","63947.3","6.56","2.00"
"","334.80","25.1","36.2","189563.5","53748.8","141190.9","63615.1","6.56","1.99"
"","335.52","25.0","36.1","189700.5","53317.4","141070.0","63131.2","6.57","1.99"
"","336.24","24.8","35.9","189966.7","52843.0","140969.6","62464.7","6.59","2.00"
"","336.96","24.6","35.6","190279.4","52372.2","140897.0","61700.5","6.60","2.00"
"","337.68","24.5","35.4","190541.1","51972.4","140845.4","60938.0","6.61","2.01"
"","338.40","24.4","35.2","190657.6","51711.1","140786.1","60283.7","6.62","2.03"
"","339.12","24.3","35.0","190576.3","51614.3","140690.7","59816.5","6.62","2.04"
"","339.84","24.4","35.0","190302.3","51689.3","140553.3","59585.1","6.62","2.05"
"","340.56","24.5","35.0","189894.5","51915.3","140365.3","59593.5","6.61","2.06"
"","341.28","24.6","35.1","189436.9","52233.6","140135.0","59811.3","6.61","2.06"
"","342.00","24.8","35.3","189023.7","52617.9","139901.0","60181.1","6.61","2.06"
"","342.72","25.0","35.5","188730.2","53074.1","139702.2","60639.2","6.61","2.07"
"","343.44","25.2","35.6","188588.9","53600.2","139581.5","61126.3","6.61","2.07"
"","344.16","25.3","35.8","188589.9","54189.1","139531.5","61600.1","6.61","2.08"
"","344.88","25.5","36.0","188701.9","54819.6","139540.1","62035.0","6.61","2.09"
"","345.60","25.7","36.1","188886.1","55459.7","139586.4","62417.0","6.62","2.10"
"","346.32","25.9","36.2","189123.6","56040.0","139657.0","62727.4","6.62","2.11"
"","347.04","26.0","36.2","189417.4","56488.6","139744.9","62951.4","6.63","2.12"
"","347.76","26.0","36.3","189776.4","56725.3","139852.1","63064.0","6.63","2.12"
"","348.48","26.0","36.2","190207.3","56684.0","139987.0","63046.2","6.64","2.12"
"","349.20","25.8","36.2","190704.5","56339.5","140157.6","62895.4","6.65","2.11"
"","349.92","25.6","36.0","191234.7","55732.4","140375.4","62639.1","6.66","2.10"
"","350.64","25.3","35.9","191761.9","54973.8","140657.2","62332.7","6.67","2.08"
"","351.36","25.0","35.8","192223.8","54204.5","140936.4","62044.2","6.67","2.06"
"","352.08","24.8","35.6","192585.9","53557.5","141193.0","61840.6","6.67","2.04"
"","352.80","24.6","35.6","192835.3","53136.8","141404.2","61762.9","6.67","2.03"
"","353.52","24.6","35.6","192976.8","52975.8","141527.7","61819.6","6.67","2.02"
"","354.24","24.6","35.6","193040.7","53046.3","141578.2","61989.6","6.67","2.02"
"","354.96","24.6","35.7","193076.9","53270.4","141585.6","62219.4","6.67","2.02"
"","355.68","24.7","35.8","193106.7","53543.1","141546.9","62450.9","6.67","2.02"
"","356.40","24.8","35.9","193164.8","53769.9","141509.9","62621.9","6.67","2.03"
"","357.12","24.8","35.9","193250.5","53885.5","141472.9","62691.6","6.68","2.03"
"","357.84","24.8","35.9","193344.2","53861.8","141424.0","62644.5","6.68","2.03"
"","358.56","24.8","35.8","193425.2","53705.5","141390.8","62479.8","6.69","2.03"
"","359.28","24.6","35.7","193220.4","53250.1","141241.4","62104.9","6.69","2.02"

"","プロファイル"

